입력주소,경도,위도
서울시  신사동 8-57,126.910812,37.600199
서울시  증산동 205-17,126.907102,37.585973
서울시  증산동 195-3,126.910865,37.588017
서울시  증산동 92-129,126.907136,37.586739
서울시  증산동 200-20,126.908283,37.587272
서울시  중곡동 134-43,127.083712,37.557165
서울시  중곡동 150-79,127.087606,37.561809
서울시  중곡동 107-21,127.092557,37.556747
서울시  중곡동 644-1,127.079636,37.560035
서울시  중곡동 257-9,127.078871,37.560633
서울시  중곡동 106-22,127.093888,37.556198
서울시  중곡동 56-18,127.086915,37.560001
서울시  중곡동 172-82,127.082805,37.566556
서울시  중곡동 580-8,127.080961,37.571056
서울시  중곡동 259-8,127.079872,37.560154
서울시  중곡동 220-82,127.082251,37.565561
서울시  중곡동 148-7,127.089311,37.561164
서울시  중곡동 99-7,127.091871,37.556327
서울시  중곡동 190-9,127.078922,37.567454
서울시  중곡동 170-45,127.083099,37.56745
서울시  중곡동 191-9,127.079447,37.567134
서울시  중곡동 197-11,127.083726,37.568933
서울시  중곡동 18-120,127.087917,37.564091
서울시  중곡동 127-33,127.086422,37.557673
서울시  중곡동 175-29,127.082405,37.568652
서울시  중곡동 171-7,127.082569,37.567293
서울시  중곡동 150-133,127.086917,37.560713
서울시  중곡동 541-1,127.085378,37.570883
서울시  중곡동 189-28,127.080942,37.567037
서울시  중곡동 258-11,127.079709,37.560585
서울시  중곡동 564-7,127.081877,37.57109
서울시  중곡동 33-49,127.08462,37.56347
서울시  중곡동 94-31,127.089678,37.554301
서울시  중곡동 295-1,127.088259,37.56859
서울시  중곡동 150-25,127.088475,37.562933
서울시  중곡동 150-360,127.086229,37.561447
서울시  능동 382,127.079792,37.552891
서울시  능동 254-19,127.087252,37.552768
서울시  능동 208,127.080318,37.554309
서울시  능동 239-12,127.083324,37.553711
서울시  능동 149,127.08019,37.55275
서울시  능동 232-18,127.08093,37.554233
서울시  구의동 217-4,127.093319,37.538633
서울시  구의동 223-8,127.090197,37.540456
서울시  구의동 21-13,127.09616,37.553603
서울시  구의동 23-17,127.096721,37.553048
서울시  구의동 224-48,127.090483,37.542044
서울시  구의동 236-38,127.085199,37.542904
서울시  구의동 63-30,127.089882,37.546797
서울시  구의동 21-28,127.09591,37.553691
서울시  구의동 207-35,127.092326,37.541274
서울시  구의동 617-69,127.085975,37.547956
서울시  구의동 235-17,127.085556,37.544258
서울시  구의동 36-3,127.096317,37.550883
서울시  구의동 226-17,127.089349,37.543161
서울시  구의동 78-23,127.088675,37.549247
서울시  구의동 60-70,127.091354,37.548628
서울시  구의동 50-2,127.091411,37.55226
서울시  구의동 206-25,127.093826,37.541655
서울시  구의동 66-70,127.088314,37.54546
서울시  구의동 28-49,127.092974,37.554065
서울시  구의동 225-67,127.089605,37.541668
서울시  구의동 248-148,127.08612,37.539803
서울시  구의동 56-26,127.092321,37.550987
서울시  구의동 79-1,127.088373,37.548993
서울시  구의동 649-7,127.081881,37.543104
서울시  구의동 61-14,127.09085,37.547237
서울시  구의동 204-15,127.09183,37.542946
서울시  구의동 25-6,127.09429,37.55285
서울시  구의동 23-1,127.095499,37.553039
서울시  구의동 60-15,127.09121,37.548321
서울시  구의동 257-134,127.085526,37.538419
서울시  구의동 23-10,127.095851,37.552961
서울시  구의동 232-82,127.086648,37.543834
서울시  구의동 251-65,127.084229,37.539878
서울시  구의동 644-1,127.08267,37.543407
서울시  구의동 37-8,127.097115,37.550402
서울시  구의동 239-5,127.088619,37.542759
서울시  구의동 210-69,127.090796,37.539568
서울시  구의동 23-31,127.096919,37.553519
서울시  구의동 641-4,127.081664,37.5433
서울시  구의동 222-43,127.088996,37.540591
서울시  광장동 117,127.109553,37.551353
서울시  광장동 340-6,127.108115,37.54854
서울시  자양동 632-29,127.081666,37.532956
서울시  자양동 553-115,127.065542,37.536677
서울시  자양동 553-288,127.066536,37.536811
서울시  자양동 801-1,127.0778,37.536395
서울시  자양동 605-34,127.078408,37.531066
서울시  자양동 655-17,127.082031,37.532752
서울시  자양동 807-5,127.077442,37.535122
서울시  자양동 622-26,127.080934,37.534581
서울시  자양동 680-13,127.084884,37.536279
서울시  자양동 655-21,127.08227,37.532609
서울시  자양동 801-4,127.077515,37.536528
서울시  자양동 648-9,127.081378,37.529692
서울시  자양동 667-23,127.084886,37.52962
서울시  자양동 663-25,127.082859,37.530704
서울시  자양동 621-65,127.080063,37.534538
서울시  자양동 657-18,127.084218,37.533417
서울시  자양동 646-14,127.08221,37.529212
서울시  자양동 58-5,127.065105,37.534538
서울시  자양동 654-28,127.081416,37.532161
서울시  자양동 669-6,127.084199,37.52848
서울시  자양동 615-33,127.07851,37.532914
서울시  자양동 9-2,127.067128,37.54015
서울시  자양동 639-37,127.079839,37.529725
서울시  자양동 769-4,127.082333,37.539467
서울시  자양동 682-23,127.087257,37.532837
서울시  자양동 11-15,127.066297,37.538764
서울시  자양동 605-2,127.078572,37.53158
서울시  화양동 32-27,127.068705,37.546181
서울시  화양동 17-60,127.06956,37.546575
서울시  화양동 36-95,127.067835,37.544255
서울시  화양동 101-3,127.072667,37.546095
서울시  화양동 3-93,127.071723,37.543772
서울시  화양동 19-25,127.06886,37.546489
서울시  화양동 32-9,127.06838,37.545935
서울시  군자동 299,127.075797,37.551985
서울시  군자동 476-15,127.078153,37.556374
서울시  군자동 475-9,127.07705,37.55587
서울시  군자동 358-20,127.069828,37.549614
서울시  군자동 367-10,127.072243,37.549282
서울시  월계동 392-48,127.057755,37.621295
서울시  월계동 534-179,127.055492,37.624647
서울시  월계동 472-32,127.057731,37.617817
서울시  월계동 475-2,127.059589,37.616922
서울시  월계동 376-3,127.059255,37.624551
서울시  월계동 392-25,127.057841,37.621683
서울시  월계동 58-8,127.064073,37.61611
서울시  공릉동 557-21,127.076782,37.624347
서울시  공릉동 408-77,127.078111,37.625862
서울시  공릉동 366-28,127.073717,37.628521
서울시  공릉동 350-18,127.077975,37.624077
서울시  공릉동 349-11,127.07829,37.624241
서울시  공릉동 499-5,127.073759,37.625116
서울시  공릉동 598-39,127.07366,37.620295
서울시  하계동 171-6,127.074181,37.636815
서울시  하계동 167-22,127.074279,37.636149
서울시  상계동 1090-23,127.051436,37.673693
서울시  상계동 185-8,127.070393,37.655247
서울시  상계동 가-2008-9,127.07033,37.672997
서울시  상계동 456-52,127.066508,37.6641
서울시  상계동 447-7,127.067587,37.662145
서울시  상계동 1107-128,127.052253,37.676358
서울시  상계동 111-302,127.079358,37.67177
서울시  상계동 111-422,127.080183,37.671939
서울시  상계동 164-13,127.069267,37.663753
서울시  상계동 72-200,127.082945,37.669518
서울시  상계동 188-10,127.069891,37.654612
서울시  상계동 1052-11,127.052128,37.674564
서울시  상계동 90-14,127.076786,37.666128
서울시  상계동 184-26,127.070399,37.654806
서울시  상계동 71-3,127.084371,37.672467
서울시  상계동 134-12,127.07037,37.66714
서울시  상계동 111-222,127.078303,37.671798
서울시  중계동 171-5,127.07728,37.66014
서울시  중계동 90-39,127.083357,37.649825
서울시  명일동 242,127.153179,37.54852
서울시  고덕동 631-4,127.1529,37.561187
서울시  고덕동 188-7,127.16955,37.559161
서울시  상일동 290-7,127.171099,37.548044
서울시  상일동 197,127.170851,37.550006
서울시  상일동 329-4,127.173039,37.547643
서울시  상일동 298-7,127.172309,37.548115
서울시  상일동 269-2,127.172485,37.549675
서울시  상일동 298-3,127.171767,37.548057
서울시  길동 321-20,127.143549,37.54454
서울시  길동 404-3,127.143262,37.53596
서울시  길동 382-2,127.137194,37.539214
서울시  길동 360-7,127.144508,37.538843
서울시  길동 410-8,127.141268,37.536207
서울시  길동 409-15,127.140681,37.536121
서울시  길동 233,127.141317,37.534856
서울시  길동 379-2,127.138799,37.538369
서울시  길동 410-2,127.140823,37.536546
서울시  길동 99,127.146787,37.539419
서울시  길동 399-10,127.142538,37.53791
서울시  길동 104,127.145994,37.538539
서울시  길동 347-7,127.141928,37.541807
서울시  길동 393-14,127.141702,37.537841
서울시  길동 334-19,127.143201,37.543285
서울시  길동 325-12,127.145727,37.544069
서울시  둔촌동 40-2,127.145381,37.531758
서울시  둔촌동 513-3,127.13794,37.529479
서울시  둔촌동 470-22,127.139788,37.531051
서울시  둔촌동 492-11,127.138348,37.530347
서울시  둔촌동 617-7,127.147371,37.53289
서울시  암사동 456-33,127.13375,37.553236
서울시  암사동 515-1,127.125084,37.550099
서울시  암사동 431-1,127.13716,37.55299
서울시  암사동 476-17,127.137245,37.550459
서울시  암사동 492-18,127.131881,37.550456
서울시  암사동 433-57,127.137267,37.551496
서울시  암사동 462-14,127.129691,37.553909
서울시  암사동 515-6,127.125323,37.549984
서울시  암사동 445-15,127.134776,37.556514
서울시  암사동 466-2,127.13036,37.553734
서울시  암사동 495-91,127.131028,37.549846
서울시  암사동 491-22,127.131482,37.54975
서울시  암사동 482-47,127.133353,37.55135
서울시  암사동 503-26,127.127774,37.552264
서울시  암사동 455-51,127.134833,37.553559
서울시  암사동 474-41,127.136423,37.552057
서울시  암사동 445-19,127.135005,37.556273
서울시  암사동 485-45,127.134498,37.55025
서울시  암사동 479-4,127.133682,37.551307
서울시  암사동 504-30,127.127877,37.553193
서울시  성내동 534-15,127.124656,37.530516
서울시  성내동 143-8,127.12741,37.534033
서울시  성내동 438-32,127.132975,37.525379
서울시  성내동 423-12,127.131691,37.528775
서울시  성내동 232-1,127.128834,37.533214
서울시  성내동 413-17,127.136068,37.529934
서울시  성내동 388-20,127.135675,37.531616
서울시  성내동 288-11,127.125169,37.533079
서울시  성내동 386-52,127.135464,37.532254
서울시  성내동 80-2,127.123416,37.536869
서울시  성내동 519-9,127.129194,37.530451
서울시  성내동 435-25,127.130701,37.52638
서울시  성내동 461-3,127.125159,37.526213
서울시  성내동 437-29,127.131489,37.525737
서울시  성내동 427-63,127.13398,37.527467
서울시  성내동 118-6,127.123891,37.534989
서울시  성내동 444-12,127.130856,37.524669
서울시  성내동 559-6,127.124266,37.528108
서울시  성내동 144-43,127.127597,37.534449
서울시  성내동 142-12,127.12725,37.534122
서울시  성내동 386-21,127.134701,37.531681
서울시  성내동 379-64,127.137219,37.533141
서울시  성내동 381-38,127.134566,37.533536
서울시  성내동 111-62,127.122173,37.532931
서울시  성내동 436-32,127.130844,37.525768
서울시  성내동 419-28,127.132232,37.528986
서울시  성내동 382-14,127.133495,37.533204
서울시  성내동 427-61,127.134128,37.527423
서울시  성내동 228-11,127.128435,37.532446
서울시  성내동 436-14,127.131079,37.525941
서울시  성내동 437-27,127.131813,37.525064
서울시  성내동 258-3,127.128242,37.53157
서울시  성내동 37-74,127.125124,37.535007
서울시  성내동 511-2,127.12944,37.531633
서울시  성내동 543-2,127.127779,37.528548
서울시  성내동 420-11,127.131132,37.530159
서울시  성내동 421-5,127.13065,37.528822
서울시  성내동 386-60,127.134062,37.532181
서울시  성내동 245,127.134831,37.534141
서울시  성내동 435-15,127.130122,37.52552
서울시  성내동 423-10,127.131772,37.528614
서울시  천호동 133-4,127.135866,37.542529
서울시  천호동 299-1,127.130613,37.544617
서울시  천호동 461-68,127.122139,37.541617
서울시  천호동 195-19,127.132975,37.540985
서울시  천호동 22-16,127.140676,37.550295
서울시  천호동 389-3,127.129472,37.543527
서울시  천호동 191-44,127.131073,37.540097
서울시  천호동 321-23,127.123935,37.546676
서울시  천호동 337-30,127.122154,37.544167
서울시  천호동 394-2,127.132265,37.542728
서울시  천호동 220-10,127.13548,37.545554
서울시  천호동 139-2,127.134992,37.541712
서울시  천호동 221-8,127.135414,37.544364
서울시  천호동 288-10,127.12873,37.547991
서울시  천호동 457-106,127.122911,37.541352
서울시  천호동 74-14,127.137699,37.545471
서울시  천호동 333-36,127.124948,37.544296
서울시  천호동 195-50,127.132505,37.541549
서울시  천호동 322-3,127.1253,37.547073
서울시  천호동 312-9,127.127711,37.547001
서울시  천호동 37-1,127.138611,37.547865
서울시  천호동 86-27,127.137087,37.544592
서울시  천호동 326-35,127.123737,37.546251
서울시  천호동 74-31,127.138177,37.545222
서울시  천호동 294-3,127.1333,37.546186
서울시  천호동 167-89,127.134028,37.539019
서울시  천호동 231-23,127.137623,37.548119
서울시  천호동 290-43,127.130688,37.54796
서울시  천호동 290-20,127.130918,37.547583
서울시  천호동 243-99,127.137712,37.549237
서울시  천호동 359-19,127.12638,37.542756
서울시  천호동 40-1,127.138924,37.545218
서울시  목동 318-178,126.867485,37.541855
서울시  목동 128-21,126.881489,37.545205
서울시  목동 318-157,126.866634,37.542009
서울시  목동 784-1,126.864206,37.535002
서울시  목동 759-5,126.86971,37.537641
서울시  목동 405-238,126.872585,37.523306
서울시  목동 231-114,126.871354,37.540459
서울시  목동 601-8,126.867762,37.548219
서울시  목동 546-16,126.871607,37.543912
서울시  목동 781-28,126.86547,37.535204
서울시  목동 525-7,126.874932,37.545566
서울시  목동 780-14,126.866204,37.535328
서울시  목동 607-2,126.864893,37.550146
서울시  목동 318-287,126.867706,37.540001
서울시  목동 777-10,126.866339,37.533113
서울시  목동 729-7,126.865237,37.537878
서울시  목동 504-8,126.869601,37.546344
서울시  목동 607-31,126.865374,37.549772
서울시  목동 231-154,126.87305,37.540502
서울시  목동 231-166,126.872532,37.540326
서울시  목동 405-208,126.872226,37.523852
서울시  목동 514-11,126.874377,37.546327
서울시  목동 525-19,126.874615,37.545545
서울시  목동 627-3,126.866273,37.546456
서울시  목동 534-21,126.87283,37.544609
서울시  목동 318-28,126.865384,37.543096
서울시  목동 784-9,126.864964,37.534992
서울시  목동 318-205,126.866703,37.541207
서울시  목동 644-4,126.863702,37.545116
서울시  목동 523-45,126.876278,37.54557
서울시  목동 231-11,126.870455,37.542253
서울시  목동 315-34,126.867944,37.541436
서울시  목동 655-8,126.863526,37.545484
서울시  목동 231-251,126.872046,37.539556
서울시  목동 535-3,126.873693,37.545149
서울시  목동 554-2,126.869718,37.543831
서울시  목동 553,126.86739,37.54444
서울시  목동 231-279,126.872074,37.539952
서울시  목동 231-24,126.87012,37.54197
서울시  목동 42-17,126.871112,37.542971
서울시  목동 789-25,126.865745,37.533503
서울시  목동 780-13,126.866328,37.535338
서울시  목동 318-44,126.865957,37.54339
서울시  목동 535-38,126.873595,37.544139
서울시  목동 607-38,126.864849,37.55002
서울시  목동 528-40,126.872631,37.545769
서울시  목동 655-6,126.863265,37.545517
서울시  목동 733-2,126.864388,37.536383
서울시  목동 770-32,126.86838,37.535087
서울시  목동 318-162,126.866215,37.542068
서울시  목동 545-33,126.872977,37.543871
서울시  목동 741-7,126.867615,37.539225
서울시  목동 308-19,126.867232,37.539879
서울시  목동 612-4,126.864518,37.549503
서울시  목동 777-15,126.8667,37.533143
서울시  목동 318-13,126.865218,37.543617
서울시  목동 719-29,126.864556,37.539502
서울시  목동 714-10,126.865083,37.540579
서울시  목동 557-18,126.873184,37.542918
서울시  신월동 944-10,126.831309,37.521553
서울시  신월동 483-5,126.844382,37.524773
서울시  신월동 955-10,126.832056,37.52011
서울시  신월동 108-12,126.834045,37.533294
서울시  신월동 500-12,126.850327,37.523641
서울시  신월동 203-3,126.830325,37.530248
서울시  신월동 504-7,126.849792,37.52314
서울시  신월동 482-15,126.84474,37.524307
서울시  신월동 532-5,126.842935,37.520334
서울시  신월동 220-11,126.835413,37.528289
서울시  신월동 972-9,126.835389,37.520377
서울시  신월동 99-11,126.832636,37.534424
서울시  신월동 60-17,126.831722,37.539326
서울시  신월동 483-4,126.844201,37.524744
서울시  신월동 944-2,126.830776,37.521638
서울시  신월동 606-43,126.846636,37.520172
서울시  신월동 964-2,126.835385,37.522071
서울시  신월동 485-8,126.844297,37.524402
서울시  신월동 947-15,126.830718,37.520998
서울시  신월동 601-14,126.844196,37.51922
서울시  신월동 133-3,126.832795,37.532173
서울시  신월동 963-9,126.835079,37.522095
서울시  신월동 924-3,126.833367,37.523799
서울시  신월동 140-15,126.830593,37.534089
서울시  신월동 49-5,126.826613,37.536058
서울시  신월동 74-10,126.830585,37.537485
서울시  신월동 46-9,126.824766,37.536247
서울시  신월동 98-31,126.832174,37.535014
서울시  신월동 80-3,126.829645,37.536818
서울시  신월동 218-41,126.836273,37.526765
서울시  신월동 924-15,126.83374,37.523812
서울시  신월동 964-10,126.83524,37.522664
서울시  신월동 973-9,126.835173,37.52115
서울시  신월동 96-5,126.831016,37.535958
서울시  신월동 232-28,126.836587,37.528408
서울시  신월동 241-20,126.838784,37.527592
서울시  신월동 42-2,126.824757,37.538968
서울시  신월동 994-8,126.838261,37.518252
서울시  신월동 975-5,126.835866,37.521661
서울시  신월동 487-8,126.844334,37.524186
서울시  신월동 221-6,126.834387,37.528747
서울시  신월동 994-17,126.838296,37.518153
서울시  신월동 331,126.828163,37.523802
서울시  신월동 145-6,126.829445,37.535176
서울시  신월동 507-12,126.846898,37.522977
서울시  신월동 1011,126.836996,37.515212
서울시  신월동 485-15,126.843245,37.524383
서울시  신월동 967-4,126.834982,37.523211
서울시  신월동 465-1,126.843544,37.525566
서울시  신월동 78-15,126.829286,37.537328
서울시  영등포동 618-29,126.896262,37.526413
서울시  영등포동1가 94-2,126.892299,37.523574
서울시  영등포동2가 28-114,126.89917,37.529513
서울시  영등포동3가 27,126.907809,37.525899
서울시  영등포동7가 94-172,126.90713,37.527496
서울시  당산동2가 147-7,126.903192,37.50825
서울시  당산동4가 32-46,126.897712,37.510938
서울시  당산동 121-163,126.898854,37.506353
서울시  당산동 121-3,126.891213,37.523564
서울시  도림동 141-163,126.890496,37.521575
서울시  도림동 187-22,126.888533,37.526584
서울시  도림동 250-1,126.888555,37.526611
서울시  양평동1가 80,126.884284,37.526246
서울시  양평동1가 9-38,126.896011,37.537295
서울시  양평동3가 37-2,126.897936,37.537214
서울시  양평동3가 37-1,126.89156,37.542182
서울시  양평동3가 30-28,126.888701,37.544246
서울시  양평동4가 141,126.920997,37.512027
서울시  양평동4가 275-2,126.901187,37.503068
서울시  양평동6가 16-5,126.910677,37.512293
서울시  양평동6가 89-3,126.915333,37.511047
서울시  신길동 89-116,126.912482,37.498622
서울시  신길동 355-590,126.903817,37.501047
서울시  신길동 190-165,126.912814,37.509276
서울시  신길동 158-1,126.914232,37.505811
서울시  신길동 4523,126.924627,37.514448
서울시  신길동 420-171,126.903965,37.501021
서울시  신길동 207-39,126.90396,37.501382
서울시  신길동 4917-7,126.895553,37.49933
서울시  신길동 2-1,126.89654,37.499853
서울시  신길동 420-172,126.89758,37.50144
서울시  신길동 420-168,126.895269,37.496363
서울시  대림동 778-11,126.895046,37.496145
서울시  대림동 779-4,126.901665,37.49508
서울시  대림동 664-13,126.899709,37.496657
서울시  대림동 731-4,126.896458,37.490815
서울시  대림동 1109-3,126.898841,37.48717
서울시  대림동 844-25,126.978188,37.548388
서울시  대림동 694-2,126.979305,37.546983
서울시  대림동 1116-16,126.980282,37.546721
서울시  대림동 1117-5,126.975033,37.546567
서울시  후암동 244-110,126.978858,37.551538
서울시  후암동 254-71,126.983085,37.548682
서울시  후암동 254-25,126.990193,37.532615
서울시  후암동 164-13,126.973125,37.547101
서울시  후암동 30-61,126.964871,37.551489
서울시  후암동 358-34,126.965607,37.551486
서울시  용산동2가 5-1514,126.965773,37.55174
서울시  용산동2가 5-1188,126.964791,37.55156
서울시  용산동2가 36-2,126.965729,37.549153
서울시  용산동2가 34-28,126.967968,37.550092
서울시  용산동2가 43-5,126.967377,37.549492
서울시  용산동2가 1-1914,126.967387,37.550411
서울시  용산동2가 22-8,126.967015,37.547813
서울시  용산동2가 34-7,126.966789,37.547793
서울시  용산동2가 1-619,126.967169,37.549824
서울시  갈월동 7-69,126.968996,37.546173
서울시  서계동 252-73,126.968388,37.545095
서울시  서계동 247-33,126.96818,37.543751
서울시  서계동 247-6,126.967814,37.544072
서울시  서계동 253-4,126.965431,37.541285
서울시  청파동1가 4-2,126.96439,37.539609
서울시  청파동1가 1-3,126.967241,37.540445
서울시  청파동1가 1-19,126.966487,37.540168
서울시  청파동1가 1-15,126.962706,37.537017
서울시  청파동1가 97-13,126.9556,37.536242
서울시  청파동1가 97-37,126.954909,37.533858
서울시  청파동1가 1-25,126.958714,37.542595
서울시  청파동2가 10-7,126.960894,37.54202
서울시  청파동2가 72-9,126.959012,37.543084
서울시  청파동3가 121-2,126.958038,37.541526
서울시  청파동3가 108-3,126.96305,37.54075
서울시  원효로1가 17-140,126.956922,37.537155
서울시  원효로1가 22-2,126.956078,37.536823
서울시  원효로1가 71,126.957613,37.537954
서울시  원효로1가 31-19,126.957679,37.538081
서울시  원효로2가 79-17,126.95724,37.537122
