가게,주소,도로명주소,경도,위도
고래고래코인노래연습장,행당동 19-48,서울 성동구 마조로5길 5,127.0405403,37.55993787
리코스타 코인노래연습장,화양동 47-10,서울 광진구 아차산로29길 29,127.0685545,37.54215135
리코스타 코인노래연습장 고려대점,안암동5가 103-101,서울 성북구 고려대로24길 45 지하 1층,127.0295814,37.58423868
세븐스타코인노래방 대치점,대치동 907-8,서울 강남구 역삼로 413 지하1층,127.0521879,37.50119968
악쓰는하마 코인노래연습장 고척동점,고척동 52-201,서울 구로구 경인로47길 14 지하1층,126.8670299,37.50024161
악쓰는하마 코인노래연습장,천호동 411-49,서울 강동구 천호대로157길 38,127.1277572,37.53932952
락스타코인노래연습장 대치점,대치동 1019-13,서울 강남구 삼성로 231 금마빌딩 지하1층,127.0609841,37.49782006
리코스타 코인노래연습장,공릉동 208-5,서울 노원구 공릉로 198,127.0786002,37.62743053
쇼미더코인 동전노래연습장,응암동 590-61,서울 은평구 응암로13길 6 2층,126.9164572,37.58978391
빈티지코인노래연습장,신사동 517-29,서울 강남구 도산대로11길 25 지하1층,127.0223131,37.51914227
세븐틴코인노래연습장,수유동 192-61,서울 강북구 한천로139길 42 영남빌딩 2층,127.0250568,37.63908728
스타코인노래연습장,사당동 1031-27,서울 동작구 동작대로 21 양지빌딩 지하1층,126.9813824,37.47849623
슈퍼스타 코인노래연습장 샤로수점,봉천동 1603-4,서울 관악구 남부순환로226길 31 지하 1층,126.953756,37.47922217
조이킹동전노래연습장 숙명여대점,청파동3가 111-9,서울 용산구 청파로47길 49 3층,126.9675579,37.54458559
판타스틱코인노래연습장 고속터미널점,잠원동 75-18,서울 서초구 신반포로 177 반포쇼핑타운 3동 지하1층 11-16호,127.0034277,37.5061042
지르고코인노래연습장 대학로점,명륜4가 59-3,"서울 종로구 대명길 37 3,4층",126.9995776,37.58290798
엣지코인노래연습장 대학로점,명륜4가 52,서울 종로구 대명길 29-3,127.0001326,37.58301635
럭키코인동전노래연습장,상암동 35-1,서울 마포구 월드컵북로44길 49 지하 1층,126.8947376,37.57680531
와라코인노래연습장 신촌1호점,창천동 13-33,서울 서대문구 연세로4길 19,126.9378016,37.55738465
슈퍼스타코인노래연습장 홍대입구역점,서교동 345-6,서울 마포구 어울마당로 116,126.9233571,37.55494909
렛츠코인노래연습장 아차산점,구의동 54-13,서울 광진구 자양로 277 2층,127.0911399,37.55078884
스타버스코인노래연습장 신림점,신림동 1641-9,서울 관악구 신림로 324 지하1층,126.9299888,37.48319011
리코스타 코인노래연습장 신촌점,창천동 57-50,서울 서대문구 연세로7길 15,126.9358505,37.55758389
휴가코인노래방,도림동 251-12,서울 영등포구 도신로 73 덕우빌딩 지하1층,126.9005481,37.50661077
보가코인노래연습장,대방동 336-5,서울 동작구 상도로 84,126.930017,37.49952097
별빛코인노래연습장,능동 220-2,서울 광진구 천호대로110길 8-10 2층,127.079864,37.55648924
엔젤코인노래연습장 강남점,서초동 1308-4,서울 서초구 서초대로77길 45 3층,127.0248846,37.50170878
고래고래코인노래연습장,관철동 19-11,서울 종로구 우정국로2길 42 지하1층,126.9853869,37.56943053
스타코인노래연습장,봉천동 851-6,서울 관악구 관악로 200,126.9540664,37.48258757
맥코인노래연습장,망원동 377-19,서울 마포구 월드컵로 81 3층,126.909727,37.55607146
엔젤스코인노래방 신림점,신림동 1431-16,서울 관악구 신림로 359 3층,126.9290657,37.48633805
M코인노래연습장,신정동 991-5,서울 양천구 오목로 224,126.8624305,37.52561447
에코인노래연습장,마곡동 727-498,서울 강서구 마곡중앙6로 63 301호,126.8344091,37.56046775
풀코인노래연습장,신당동 381-8,서울 중구 동호로 196 지하 1층,127.010369,37.55563941
퀸덤코인노래연습장,답십리동 493-4,서울 동대문구 천호대로 305 3층,127.054535,37.56593214
스타버스 코인노래연습장 서울대본점,봉천동 857-5,서울 관악구 관악로 174 지하1층,126.9529728,37.48067696
비트코인노래연습장,봉천동 1685-14,서울 관악구 남부순환로 1907,126.9613769,37.47822951
코인박스 동전노래연습장,당산동3가 207,서울 영등포구 당산로 142 지하1층,126.8972038,37.52721421
자메이카 코인노래연습장,미아동 838-4,서울 강북구 솔샘로 223 3층,127.0175919,37.62025419
킹콩코인노래연습장,방학동 656-6,서울 도봉구 도당로 141 지하 1층,127.0419237,37.66734282
시바코인노래연습장,풍납동 399-11,서울 송파구 강동대로9길 17-1,127.1165431,37.52809701
세븐스타코인노래연습장 마곡나루역점,마곡동 757-3,서울 강서구 마곡중앙5로1길 20 보타닉비즈타워 3층,126.8267112,37.56867146
큐코인노래연습장 중화점,중화동 314-2,서울 중랑구 중랑역로 57 지하1,127.0774677,37.59887484
KPOP 코인노래연습장,전농동 124-2,서울 동대문구 서울시립대로 147 우성빌딩 4층,127.0531356,37.58323357
KPOP 코인노래연습장,서교동 358-34,서울 마포구 와우산로21길 10,126.9233875,37.55258732
위코인노래연습장,창동 74-16,서울 도봉구 노해로65길 18,127.046473,37.65218163
카펠라 코인노래연습장,당산동3가 257-8,서울 영등포구 당산로30길 6,126.8972112,37.52546919
최가코인노래연습장,상봉동 116-4,서울 중랑구 망우로 283,127.0838794,37.59615229
보이스코드,신사동 610-2,서울 강남구 논현로 872,127.0288325,37.52637424
고래고래코인노래연습장,서초동 1305-3,서울 서초구 강남대로 437,127.0255108,37.5013637
히든싱어코인노래연습장,수유동 316-4,서울 강북구 삼양로 466 2층,127.0159787,37.64479119
세븐틴코인노래연습장 군자역점,군자동 477-19,서울 광진구 능동로 297 2층,127.0788164,37.55649509
팝스타코인노래연습장,역삼동 813-18,서울 강남구 강남대로102길 11,127.0267368,37.50192927
천호코인노래연습장,천호동 453-24,서울 강동구 천호대로157길 26 지하 1층,127.1275438,37.53883793
스마일코인노래연습장 강서구청점,화곡동 1117-7,서울 강서구 공항대로46길 90,126.8507452,37.55238948
지코인노래연습장 한남점,한남동 634-14,서울 용산구 한남대로21길 32 3층,127.0062342,37.53366767
Q코인노래연습장,동교동 164-33,서울 마포구 어울마당로 133 지하 1층,126.9246647,37.55625995
퍼니퍼니 오락실코인노래연습장,당산동6가 338-11,서울 영등포구 양평로 64,126.8999753,37.53514159
K팝스타 서강코인노래연습장,신수동 22-22,서울 마포구 백범로 74,126.9398411,37.54863484
케이스타코인동전노래연습장,길동 391-4,서울 강동구 양재대로 1484,127.1403843,37.53810518
킹코인노래연습장,수유동 229-2,서울 강북구 도봉로87길 3,127.0251723,37.6380961
실로코인노래연습장,봉천동 1686-31,서울 관악구 남부순환로 1929,126.9635706,37.47733713
코인노래연습장,노량진동 73-3,서울 동작구 노량진로 152-1,126.9428626,37.51345107
비트코인노래방,미아동 226-56,서울 강북구 솔매로 89 2층,127.0220647,37.62530729
가수코인노래연습장,신림동 518-38,서울 관악구 난곡로 359 지하 1층,126.9134809,37.48609601
엔젤스코인노래연습장 등촌점,등촌동 663-6,서울 강서구 화곡로63길 129 2층,126.8459562,37.55877969
K팝스타 코인노래연습장,신정동 1183-7,서울 양천구 중앙로 263 2층,126.8527614,37.51975057
엔젤스코인노래연습장 오목교역점,목동 406-34,서울 양천구 오목로 339 지하 1층,126.8753052,37.52475639
몬스터코인노래연습장,신사동 20-11,서울 은평구 은평로 23 2층,126.9103906,37.59816328
엔돌핀 코인노래연습장,염창동 264-18,서울 강서구 공항대로71길 49 송촌스페이스향 지하 1층,126.8728203,37.54952873
세븐스타코인노래연습장 신림동점,신림동 529-8,서울 관악구 난곡로 320 세인빌딩 4층,126.9146205,37.48265559
KPOP코인노래연습장 과학대점,공릉동 440-10,서울 노원구 공릉로 221,127.0769271,37.62890409
큐코인노래연습장 불광2호점,녹번동 141-20,서울 은평구 진흥로 148 3층,126.9263807,37.60844502
빈티지코인노래방,성내동 429-3,서울 강동구 양재대로 1335 지하1층,127.1348693,37.52558519
삼삼코인노래연습장,역삼동 815-4,서울 강남구 강남대로 428 지하2층,127.0268411,37.50084483
핵인싸코인노래방,잠원동 75-14,서울 서초구 신반포로 165 반포쇼핑타운 2동 지하 1층 1,127.0021926,37.50572967
악쓰는하마 코인노래방,역삼동 619-26,서울 강남구 테헤란로1길 40 4층,127.0272653,37.50091269
24시코인노래,봉천동 1633-19,서울 관악구 남부순환로246길 24,126.9641367,37.47553287
세븐스타 코인노래연습장 까치산역점,화곡동 343-31,서울 강서구 강서로 47 3층,126.8463386,37.53196094
제이코인노래연습장,필동2가 32-11,서울 중구 필동로 3 삼지빌딩 지하1층,126.9947257,37.55483132
세븐스타코인노래연습장 서울시립대점,전농동 103-103,서울 동대문구 전농로 217-3 지하1층,127.053065,37.58354692
도깨비코인노래연습장,구의동 252-115,서울 광진구 자양로18길 19 해민빌딩 3층,127.0846771,37.53778628
별코인노래연습장,신림동 1433-49,서울 관악구 남부순환로 1601 지하1층,126.9284661,37.48436183
보스코인노래방,응암동 600-10,서울 은평구 응암로13길 5 2층,126.9165374,37.58954206
인트로에스 코인노래연습장,서교동 358-48,서울 마포구 와우산로21길 36 2~3층,126.9220011,37.5524715
뮤직이너스 양재점,도곡동 952-10,서울 강남구 강남대로 248 지하1층,127.0339181,37.48571375
세븐스타코인노래연습장 마곡지구점,마곡동 795-7,서울 강서구 마곡중앙6로 93 열린프라자 4층 406호,126.8376884,37.56013575
리코스타코인노래연습장 연신내점,갈현동 395-25,서울 은평구 통일로 863-4 2층,126.9198211,37.61994078
세븐스타코인노래연습장 석촌고분역점,석촌동 210,서울 송파구 백제고분로 276 지하 101호,127.0972288,37.50211061
카카오 코인노래연습장,일원동 687-5,서울 강남구 일원로9길 14,127.0827506,37.4895314
코인박스 코인노래연습장 신월점,신월동 550-3,서울 양천구 신월로 164 승일뷰티타워2 2층 201호,126.8420129,37.51776036
도깨비코인노래방,성내동 48-4,서울 강동구 천호옛길 94,127.1260609,37.53695436
도깨비코인노래연습장,방이동 111,서울 송파구 백제고분로48길 6 지하1층,127.1138762,37.5115606
원더스타코인노래연습장,잠실동 192-1,서울 송파구 백제고분로7길 16-3 2층,127.0808502,37.51033654
고래고래코인노래연습장 홍제점,홍제동 330-61,서울 서대문구 통일로 455 지하1층,126.943651,37.58887099
슈퍼스타코인노래 구로디지털점,구로동 1125-1,서울 구로구 시흥대로 571,126.9018082,37.48397195
뮬코인노래연습장,가락동 173-18,서울 송파구 오금로44길 22,127.1343947,37.49585357
코인박스 동전노래연습장,당산동5가 33-13,서울 영등포구 양평로 59 대영빌딩 6층,126.8999218,37.53463078
슈퍼스타코인노래연습장 방이점,방이동 208-3,서울 송파구 마천로 29 지하1층,127.1242443,37.50953221
큐코인노래연습장 한티점,역삼동 756-18,서울 강남구 선릉로 313,127.0519698,37.49766189
엔젤코인노래연습장,전농동 150,서울 동대문구 서울시립대로 160,127.0545591,37.58341539
세븐스타코인노래연습장 가락동점,가락동 189-5,서울 송파구 동남로18길 33 2층,127.1338522,37.49360406
더코인노래연습장,휘경동 319-1,서울 동대문구 회기로 194 3층,127.0573563,37.58984758
나루코인노래연습장,구의동 546-11,서울 광진구 강변역로4길 10 강변역지너스타워 지하1층,127.0933904,37.53534164
엔젤스코인노래연습장 목동점,목동 615-1,서울 양천구 목동중앙북로 8 지하1층,126.8644309,37.54842489
와라코인노래연습장,창천동 31-86,서울 서대문구 명물길 33,126.9382333,37.55839977
NB코인노래연습장,자곡동 601,서울 강남구 자곡로 191,127.1035828,37.47487037
베스타 코인노래연습장,신당동 369-7,서울 중구 동호로 189,127.0102167,37.55482421
매드락코인노래연습장,화곡동 1065-1,서울 강서구 화곡로25길 2 5층,126.8385033,37.54137544
문래코인노래연습장,문래동3가 77-31,서울 영등포구 선유로 46,126.8892546,37.51803371
코인노래방,신림동 1461-3,서울 관악구 신림동7길 26,126.9263248,37.48588381
킹콩코인노래연습장,대치동 941-27,서울 강남구 도곡로 443 3층,127.0588337,37.49856029
코니코인노래연습장,이태원동 124-9,서울 용산구 이태원로 203,126.9966178,37.53482048
라라코인노래연습장,역삼동 817-6,서울 강남구 테헤란로1길 32,127.0274629,37.5003953
풀코인노래연습장 면목점,면목동 105-13,서울 중랑구 겸재로 186 2층,127.0883936,37.58841891
악쓰는하마 코인노래연습장,잠실동 182-2,서울 송파구 올림픽로12길 8 제일빌딩 지하 1층,127.0828084,37.51101003
가수코인노래방,신림동 1433-51,서울 관악구 남부순환로 1599-3 지하 1층,126.9282674,37.48448157
쇼미코인노래방,상봉동 130-128,서울 중랑구 망우로32길 8,127.0763311,37.59346558
풀코인노래연습장,장안동 335-4,서울 동대문구 답십리로 300,127.0737398,37.57197475
24시코인노래,사당동 137-15,서울 동작구 동작대로27가길 20,126.981033,37.48672513
플레이코인노래연습장,목동 406-22,서울 양천구 오목로 333 2층,126.8745545,37.52485798
네임ez코인노래연습장,제기동 137-38,서울 동대문구 안암로22길 9,127.0353514,37.58821038
코인박스 곰달래점,화곡동 862-17,서울 강서구 곰달래로 203 2층,126.855634,37.53150888
락휴코인노래연습장 신정네거리점,신정동 1031-9,서울 양천구 중앙로 262,126.8534018,37.51985249
24시 동국대코인노래연습장,필동3가 18-3,서울 중구 서애로1길 10,126.9984668,37.56093834
세븐스타코인노래연습장 서울대입구역점,봉천동 1569-5,서울 관악구 관악로 153 3층,126.9520399,37.47901589
엣지코인노래연습장 미아점,미아동 54-88,서울 강북구 도봉로10길 30 지하1층,127.031063,37.61397618
리코스타 코인노래방 이수점,사당동 139-84,서울 동작구 동작대로27가길 5 지안플라자 B동 지층,126.9812365,37.48735899
와라 코인노래연습장 신촌2호점,창천동 52-50,서울 서대문구 연세로7안길 1,126.936185,37.55778895
리코스타 코인노래연습장 성균관대점,명륜3가 127,서울 종로구 창경궁로29길 25,126.9974218,37.58375302
오렌지코인노래연습장,거여동 25,서울 송파구 거마로3길 4 지하1층,127.144245,37.4941378
시그니처코인노래연습장,상계동 717,서울 노원구 노해로 495 삼성빌딩 지하1층,127.0631035,37.65511369
스피드코인노래방,신림동 1640-8,서울 관악구 남부순환로 1608 2층,126.9291774,37.48391838
리코스타코인노래연습장 연대점,창천동 33-16,서울 서대문구 연세로9길 3 지하1층,126.9366274,37.55839436
엣지코인노래,공릉동 441-22,서울 노원구 동일로192길 91,127.0777803,37.62772956
탑코인노래연습장,신당동 360-2,서울 중구 동호로 193,127.0099472,37.55514276
슈퍼스타코인노래연습장 노원점,상계동 603-13,서울 노원구 상계로 61 성임빌딩 지하 1층,127.0618917,37.65621634
슈퍼스타코인노래연습장 신림점,신림동 1641-19,서울 관악구 신림로 312 지하1층,126.9301497,37.48218343
메가코인노래연습장,마곡동 727-1198,서울 강서구 마곡중앙6로 89 3층,126.8372926,37.5601708
노래야노래야코인노래연습장 노량진점,노량진동 117-15,서울 동작구 만양로 110,126.9444428,37.51320209
코드코인,삼전동 48,서울 송파구 백제고분로 206 경인빌딩 지하1층,127.089522,37.5036651
엔젤스 코인노래방 증미역점,등촌동 630-7,서울 강서구 화곡로68길 91 2층,126.8590713,37.55759272
동네스타코인노래연습장,노량진동 148-65,서울 동작구 만양로18길 11 지하1층,126.945063,37.51321274
오키도키코인노래,공릉동 441-97,서울 노원구 공릉로 191 지하1층,127.0788471,37.62684725
코인스타동전노래연습장,시흥동 883-9,서울 금천구 시흥대로52길 65 2층,126.9015197,37.45418715
케이팝코인노래연습장,오류동 54-7,서울 구로구 경인로20길 7,126.8438781,37.49555882
슈퍼스타코인노래연습장 화곡역점,화곡동 1075,서울 강서구 화곡로 164 지하1층,126.8398861,37.54125524
소울싱어 코인노래연습장 쌍문점,창동 661-33,서울 도봉구 도봉로 492,127.0354405,37.64923055
슈퍼스타코인노래연습장 신천점,잠실동 184-2,서울 송파구 올림픽로 116-1 신원빌딩 지하1층,127.0836328,37.51140059
케이팝코인노래연습장 영등포점,영등포동 618-68,서울 영등포구 영신로19길 5-4,126.9072547,37.51412986
씽스타코인노래연습장,역촌동 37-40,서울 은평구 진흥로1길 21 지하 1층,126.9184271,37.60240848
짱동전노래,묵동 239-2,서울 중랑구 동일로 907 지하1층,127.0773002,37.61132928
24시코인노래방,창천동 57-27,서울 서대문구 연세로7길 17,126.9357444,37.55756853
리코스타코인노래연습장 한양대1호점,행당동 19-58,서울 성동구 마조로3가길 27 지하1층,127.04006,37.55977385
얌코인노래연습장,거여동 1,서울 송파구 마천로 252 지하1층,127.1449896,37.49888232
코인노래방싱어삘,영등포동3가 8,서울 영등포구 영중로 22 남서울빌딩 3층,126.9059496,37.51834639
락스타코인노래연습장 강서구청점,화곡동 1116-3,서울 강서구 화곡로 330 2층,126.8512057,37.55327465
비투박스코인노래연습장,신림동 1538-2,서울 관악구 대학길 36,126.9375688,37.46912166
락코인,중곡동 169-21,서울 광진구 면목로 172,127.0828066,37.56846781
고래고래코인노래연습장,신림동 1638-26,서울 관악구 신림로59길 11 지하1층,126.9290021,37.48298828
리코스타 코인노래연습장,동선동1가 2-5,서울 성북구 동소문로20가길 12,127.0171019,37.59225656
세븐스타노래방,가양동 129-15,서울 강서구 강서로74길 3,126.8414847,37.56790151
렛츠코인노래연습장,구의동 200-20,서울 광진구 아차산로 481 지하1층,127.0949558,37.54097082
히든코인싱어 노래연습장 신촌본점,창천동 13-28,서울 서대문구 명물길 16 지하1층,126.9377903,37.55758919
보가코인노래연습장 성대시장점,상도동 323-17,서울 동작구 국사봉1길 12 지하 1층,126.9292358,37.49878473
조이킹동전노래연습장 충무로점,충무로5가 78-1,서울 중구 서애로 2 3층,126.9983116,37.56187734
세븐틴코인노래연습장 성수점,성수동2가 300-75,서울 성동구 아차산로7길 3,127.0541101,37.54568158
리코스타 코인노래연습장 동대점,필동2가 37-10,서울 중구 퇴계로 222 지하 1층,126.9964043,37.56153919
악쓰는하마코인노래연습장 연신내2호점,갈현동 398-11,서울 은평구 연서로29길 6 지하층,126.9195795,37.61881043
리코스타 코인노래연습장 건대후문점,화양동 495-10,서울 광진구 광나루로24길 8 건국빌딩 지하1층,127.0761408,37.54589547
메가박스동전노래연습장,상봉동 130-171,서울 중랑구 망우로30길 3 지하1층,127.0747566,37.59306852
준코인노래연습장,대방동 336-6,서울 동작구 상도로 82,126.929707,37.49946892
코인몬스터 코인노래연습장 건대점,화양동 5-1,서울 광진구 능동로 127 지하1층,127.0714313,37.54228357
슈퍼스타코인노래연습장,행당동 19-84,서울 성동구 마조로 15-8 지하1층,127.0403069,37.55926747
슈퍼스타코인노래연습장 등촌점,목동 606-18,서울 양천구 등촌로 236 지하1층,126.8643831,37.5505854
와라코인노래연습장 이화여대1호점,대현동 34-37,서울 서대문구 이화여대길 78,126.944056,37.55926728
풀코인노래연습장,천호동 287-3,서울 강동구 상암로 44,127.1283003,37.54964619
엔젤스코인노래연습장,풍납동 400-10,서울 송파구 강동대로9길 14-1,127.1165435,37.52759172
스타버스코인노래연습장,봉천동 862-9,서울 관악구 관악로 167,126.9522423,37.48029155
슈퍼스타코인노래연습장,개포동 186-10,서울 강남구 개포로82길 9-11 한국빌딩 지하 1층,127.0680304,37.48891777
세븐스타코인노래연습장 월계역점,월계동 292-6,서울 노원구 월계로 340 2층,127.058206,37.62946911
도깨비코인노래연습장,행당동 229-5,서울 성동구 왕십리로 284 1층,127.0368951,37.55976999
리코스타코인노래연습장,상도동 502-1,서울 동작구 상도로67길 31 지하1층,126.956418,37.49503113
슈퍼스타코인노래연습장 신림역점,신림동 1639-24,서울 관악구 남부순환로 1596 지하1층,126.9281023,37.48375717
스타코인노래연습장,잠실동 194,서울 송파구 올림픽로8길 20 A101호,127.0800385,37.510058
슈퍼스타 코인노래연습장,,서울 강남구 대치동 940-8,127.0585181,37.49856136
에코인노래연습장,마곡동 365-19,서울 강서구 마곡중앙로 161-17 보타닉파크타워1차 303호,126.82597,37.56804934
자메이카코인노래연습장 수락산점,상계동 1113-57,서울 노원구 동일로241가길 6 지층,127.0546134,37.67659304
오썸코인노래연습장,중화동 307-15,서울 중랑구 동일로 819 지하,127.0788174,37.603593
코인박스 동전노래연습장 발산점,마곡동 794-1,서울 강서구 강서로 385 우성에스비타워 4층 405호,126.8383555,37.56011939
윈스타코인노래연습장,남현동 1057-24,서울 관악구 남현길 6 지하1층,126.9774215,37.47624924
딴따라코인노래연습장,용답동 4-6,서울 성동구 용답29길 18,127.0543419,37.56430301
엔젤코인노래연습장 건대점,화양동 5-91,서울 광진구 동일로22길 115 3층,127.0704621,37.54076348
신촌코인노래방,대현동 101-5,서울 서대문구 신촌역로 14,126.9430546,37.55784447
오락실동전노래방,서교동 366-13,서울 마포구 잔다리로6길 40-6,126.9212955,37.55212658
대방코인노래연습장,마곡동 727-24,서울 강서구 양천로 344 2층,126.8402624,37.56830018
스마일코인노래연습장,창동 134-36,서울 도봉구 노해로63길 79 지하1층,127.046303,37.65308165
명일코인노래연습장,명일동 312-85,서울 강동구 양재대로141길 6,127.1436224,37.55124669
어썸코인노래연습장 신촌2호점,창천동 33-20,서울 서대문구 연세로 29 혜인빌딩 지하1층,126.9367069,37.55822186
코인노래연습장,구로동 1125-2,서울 구로구 시흥대로 569,126.9017566,37.48380696
리코스타 코인노래연습장 세종대점,화양동 112-16,서울 광진구 능동로19길 17 지하1층,127.0727887,37.54700802
K스타 코인노래연습장,면목동 617-1,서울 중랑구 면목로 316,127.0883367,37.58007006
꾀꼬리코인노래 신월3동점,신월동 147-5,서울 양천구 남부순환로40길 2,126.8281827,37.53515446
스타코인노래연습장,신림동 608-35,서울 관악구 난우길 16,126.9187905,37.47446334
헬로코인노래연습장,문래동3가 77-57,서울 영등포구 선유로 54,126.8893994,37.51880277
통큰코인노래연습장,방학동 681-2,서울 도봉구 방학로2길 32,127.0410513,37.66438885
코노코노 코인노래연습장 종암점,종암동 87-6,서울 성북구 종암로 103 지하1층,127.0340415,37.59936038
인코인 동전노래연습장,창동 731-58,서울 도봉구 해등로 146,127.0402841,37.65661544
와썸코인노래연습장,신림동 94-262,서울 관악구 신림로 212,126.9375471,37.47632974
스위티코인노래연습장,중곡동 78-3,서울 광진구 영화사로 1 2층,127.088132,37.55869067
세븐스타코인노래연습장 화곡점,화곡동 357-26,서울 강서구 월정로 124 2층,126.8383318,37.53033464
뮤로코인노래연습장,사당동 134-3,서울 동작구 동작대로 123 지하1층,126.9818229,37.48765678
코인박스동전노래연습장,화곡동 343-63,서울 강서구 강서로 43-17 오거닉스타워 3층,126.8466537,37.53109105
리코스타 코인노래연습장,중계동 359-20,서울 노원구 한글비석로 271 태경빌딩,127.0770578,37.65197505
탑코인노래연습장,도봉동 567-1,서울 도봉구 도봉산3길 73 2층,127.0437059,37.68403041
뮤직박스 코인노래연습장,노량진동 261-4,서울 동작구 노량진로8길 20 지하1층,126.9364845,37.51261287
고래고래코인노래연습장 정릉점,정릉동 401-63,서울 성북구 보국문로 54,127.0098401,37.60935135
리코스타코인노래방 잠실새내점,잠실동 183-3,서울 송파구 백제고분로7길 45 2층,127.0839349,37.51093072
자메이카코인노래연습장,쌍문동 45-15,서울 도봉구 해등로 176 지하 1층,127.0371159,37.65765275
