가게,주소,도로명주소,경도,위도
강동경희대학교의대병원,상일동 149,서울 강동구 동남로 892,127.1572959,37.55300292
제일정형외과병원,청담동 131-17,서울 강남구 영동대로 726,127.0561408,37.52282068
비앤빛 강남밝은세상안과의원,서초동 1317-23,서울 서초구 서초대로 411 GT타워 지하2층,127.0259235,37.49810707
CNP차앤박피부과 신촌점,창천동 18-50,서울 서대문구 신촌로 99 엘리트빌딩 6층,126.9371408,37.55568973
삼육서울병원,휘경동 29-1,서울 동대문구 망우로 82,127.0637283,37.5862054
홍익병원 본관,신정동 899-1,서울 양천구 목동로 225,126.8636337,37.52849057
인제대학교 서울백병원,저동2가 85,서울 중구 마른내로 9,126.9886664,37.56482265
동신병원 본관,홍은동 430,서울 서대문구 연희로 272,126.9365837,37.58110658
하늘안과의원,반포동 723-26,"서울 서초구 강남대로 509 지하1,2,3층, 지상8,9층",127.0224904,37.50764503
세브란스병원 암병원,신촌동 134,서울 서대문구 연세로 50-1,126.9408413,37.56238424
아이디병원,논현동 5-6,서울 강남구 도산대로 142,127.0241968,37.51767283
국립경찰병원,가락동 58,서울 송파구 송이로 123,127.1225232,37.49638716
대항병원,방배동 481-10,서울 서초구 남부순환로 2151,126.9877405,37.47566717
강남자생한방병원,논현동 142-4,서울 강남구 강남대로 536,127.0223589,37.51000919
디에이성형외과의원,역삼동 648-22,"서울 강남구 테헤란로 125 지하1,1,2,4~12층",127.0316841,37.49960105
강남지인병원,논현동 218-11,서울 강남구 언주로 631,127.0350411,37.5127838
석플란트치과병원,논현동 62-9,서울 강남구 도산대로 238 석플란트빌딩,127.0332137,37.52093492
미즈메디병원,내발산동 701-4,서울 강서구 강서로 295,126.8358914,37.55213748
구로성심병원,고척동 76-189,서울 구로구 경인로 427,126.8663557,37.49964206
연세사랑병원 본관,방배동 478-3,서울 서초구 효령로 10,126.9866674,37.47671018
SNU서울병원,마곡동 727-1166,서울 강서구 공항대로 237 에이스타워마곡,126.8338861,37.5594554
서울밝은세상안과 서울점,신사동 665-1,"서울 강남구 선릉로 823 한양타운 2,6,7층",127.0394031,37.52561269
대림성모병원,대림동 978-13,서울 영등포구 시흥대로 657,126.9072025,37.49070335
우리들병원 청담,청담동 47-4,서울 강남구 학동로 445,127.0496618,37.51909564
서울대학교치과병원,연건동 275-1,서울 종로구 대학로 101,126.9970229,37.57881306
서울특별시 서남병원,신정동 1320-7,서울 양천구 신정이펜1로 20,126.8331622,37.51196567
신촌연세병원,신수동 66-1,서울 마포구 서강로 110 지하2층~6층,126.9337294,37.55259088
서울특별시동부병원,용두동 118-20,서울 동대문구 무학로 124,127.0315249,37.57535711
세란병원,무악동 32-2,서울 종로구 통일로 256,126.9572316,37.57527082
서울성심병원,청량리동 40-9,서울 동대문구 왕산로 259,127.0497337,37.58438568
서울특별시서북병원,역촌동 산 31-1,서울 은평구 갈현로7길 49,126.9052077,37.60428464
혜민병원,자양동 627-3,서울 광진구 자양로 85,127.0834098,37.53506183
희명병원,시흥동 882-31,서울 금천구 시흥대로 244,126.9005649,37.4556736
밝은성모안과 강남점,역삼동 825-18,"서울 강남구 테헤란로 110 캠브리지빌딩 3,16,17,18층",127.0293856,37.49806203
한강수병원,양평동1가 28-4,서울 영등포구 영등포로 83,126.8909321,37.52240144
금강아산병원,이촌동 301-165,서울 용산구 이촌로 318,126.9827331,37.51767702
미소들노인전문병원,개봉동 43-1,서울 구로구 고척로21나길 88-41,126.8411352,37.50289957
강남고려병원,봉천동 36-83,서울 관악구 관악로 242,126.9568127,37.48561612
서울적십자병원,평동 164,서울 종로구 새문안로 9,126.9672,37.5667614
본서부병원,응암동 87-14,서울 은평구 은평로 133,126.9227578,37.60099751
녹십자아이메드 강남의원,서초동 1498-5,서울 서초구 서초대로38길 12 마제스타씨티 타워1 4층,127.0053761,37.49049857
기쁨병원,서초동 1426-1,서울 서초구 서초중앙로 4,127.0180778,37.48272064
목동힘찬병원,목동 404-3,서울 양천구 신목로 120,126.8768504,37.52498718
하나이비인후과병원,역삼동 732-19,서울 강남구 역삼로 245,127.0429812,37.4979235
나누리병원,화곡동 377-8,서울 강서구 가로공원로 187,126.8366996,37.53735466
서울척병원,길음동 21-72,서울 성북구 동소문로47길 8,127.029307,37.60886322
동부제일병원,망우동 128-29,서울 중랑구 망우로 511,127.1090314,37.60070342
우리원헬스케어영상의학과의원,수표동 99,서울 중구 청계천로 100 시그니쳐타워 서관 2층,126.9881135,37.56748601
원자력병원,공릉동 215-4,서울 노원구 노원로 75,127.0824453,37.6296026
대한산업보건협회부설 서울의원,가산동 60-4,서울 금천구 디지털로9길 56,126.8868749,37.48040324
나나성형외과의원,논현동 165-8,"서울 강남구 강남대로 492 한맥빌딩 3~6, 13층",127.0241172,37.50619897
강남베드로병원,도곡동 914-2,서울 강남구 남부순환로 2633,127.0377707,37.48537242
계피부과의원,영등포동5가 46-8,서울 영등포구 영중로 68,126.9053991,37.52230409
서울특별시은평병원,응암2동 232-3,서울 은평구 백련산로 90,126.9237558,37.59442906
보람연합의원,종로4가 1-1,서울 종로구 종로 201-1,127.0001513,37.57114833
서울대학교병원 어린이병원,연건동 28-21,서울 종로구 대학로 101,126.9970229,37.57881306
하나로의료재단 종로센터,청진동 70,서울 종로구 종로 33 5층 501~503호,127.0043459,37.5769737
공안과병원,성내동 139,서울 강동구 풍성로37길 45,127.1260318,37.53391517
명지성모병원,대림동 709-1,서울 영등포구 도림로 156,126.8993369,37.49383732
한솔병원,석촌동 174-13,서울 송파구 송파대로 445,127.1059127,37.50607742
CNP차앤박피부과 압구정점,신사동 580-6,서울 강남구 압구정로 168 제림빌딩 4층,127.027984,37.52662593
국립정신건강센터,중곡동 30-1,서울 광진구 용마산로 127,127.0858413,37.56508565
고도일병원,반포동 736-9,서울 서초구 강남대로 505,127.0226994,37.50702091
새움병원 본관,독산동 150-7,서울 금천구 시흥대로139길 8,126.897655,37.47305207
연세건우병원,봉천동 869-13,서울 관악구 남부순환로 1814 대연빌딩 3층,126.9515688,37.4810129
달려라병원,길동 318,서울 강동구 천호대로 1165 1~5층,127.1409342,37.53407831
비에비스나무병원,논현동 175-14,서울 강남구 논현로 627 2~11층,127.0323573,37.50956119
민병원,미아동 317-3,서울 강북구 도봉로 155,127.0272805,37.62261658
삼성서울병원 암병원,일원동 50,서울 강남구 일원로 81,127.0851714,37.48827162
하늘병원,답십리동 492-3,서울 동대문구 천호대로 317,127.0556364,37.56518098
대한병원,수유동 45-10,서울 강북구 도봉로 301,127.0226526,37.63550292
메디힐병원,신월동 51-10,서울 양천구 남부순환로 331,126.8278331,37.53725918
국립재활원,수유동 520,서울 강북구 삼각산로 58,127.0110881,37.63861074
연세한강병원,마포동 33-1,"서울 마포구 마포대로 25 신한디엠빌딩 2,3,5층",126.9448179,37.53938808
눈에미소안과,역삼동 826-21,서울 강남구 강남대로 364 7층,127.0293221,37.49554927
미래&희망산부인과의원,논현동 90-1,서울 강남구 언주로 707,127.035026,37.51623276
강서송도병원,등촌동 669-1,서울 강서구 공항대로 315,126.8428303,37.55851625
뮤즈클리닉 강남점,역삼동 809-13,서울 강남구 강남대로 452 대연빌딩 2~5층,127.0256901,37.50284968
88병원,면목동 180-1,서울 중랑구 동일로 679,127.0797032,37.59092042
실로암안과병원,등촌동 512-5,서울 강서구 등촌로 181,126.8622443,37.5460137
광혜병원,대치동 995-25,서울 강남구 영동대로86길 9,127.0647741,37.50813422
민트병원,문정동 509,서울 송파구 정의로8길 7 한스빌딩 1~3층,127.1159183,37.48621482
고은빛여성병원,길동 426,서울 강동구 천호대로 1151,127.1393411,37.5341491
청구성심병원,갈현동 395-1,서울 은평구 통일로 873,126.9193639,37.62089766
제일병원,묵정동 1-19,서울 중구 서애로1길 17,126.9993339,37.56176375
청화병원,노량진2동 311-8,서울 동작구 장승배기로 108,126.9402481,37.50716518
인정병원,응암동 603-60,서울 은평구 응암로 164,126.9165863,37.58660258
나누리병원,논현동 63-8,서울 강남구 언주로 731,127.0339791,37.52030653
이지함피부과 이대점,대흥동 12-27,서울 마포구 신촌로 170 이대역 푸르지오시티 2층,126.9443637,37.55635106
차앤유의원,등촌동 60-5,서울 강서구 양천로 452 예다인 B동 2층,126.8508227,37.56287512
마리아병원,신설동 103-11,서울 동대문구 천호대로 20,127.0254173,37.57414386
구로참튼튼병원 신관,구로동 1127-22,서울 구로구 디지털로32가길 25,126.8989311,37.48214912
서울배내과의원,역삼동 642-10,서울 강남구 논현로 509 송암빌딩 2층,127.0360905,37.50192871
서울재활병원,구산동 191-1,서울 은평구 갈현로11길 30,126.9072015,37.60596558
이지함피부과 강북점,상계동 709-1,서울 노원구 노해로 457 은성빌딩 2층 201호,127.0587462,37.65418021
서울아산병원 동관,풍납동 388-1,서울 송파구 올림픽로43길 88,127.111056,37.52505677
바로선병원,창동 749-10,서울 도봉구 도봉로 628,127.042111,37.66034073
장덕한방병원,서초동 1603-1,서울 서초구 서초중앙로 42 블루핀타워 1층,127.0162154,37.48587107
우리들병원 김포공항,과해동 676,서울 강서구 하늘길 70,126.796365,37.56199767
에스앤유안과의원,신사동 502-6,"서울 강남구 강남대로 624 ICT타워 3,12층",127.0195082,37.51747605
서울특별시어린이병원,내곡동 6-7,서울 서초구 헌릉로 260,127.0687426,37.45569449
린여성병원,장안동 370-1,서울 동대문구 답십리로 266,127.069841,37.57227396
글로리서울안과,서초동 1320,서울 서초구 서초대로74길 3,127.0261989,37.4972275
이지함피부과 망우점,망우동 487-16,"서울 중랑구 망우로 421 대옥빌딩 3,4층",127.0988759,37.59980833
서울현대병원,번동 463-44,서울 강북구 도봉로 374,127.0284825,37.64025619
튼튼병원 청담본원,청담동 71-26,"서울 강남구 영동대로 713 지하1~6층, 지상7,8층",127.0557385,37.5213174
세바른병원,서초동 1600-10,서울 서초구 서초중앙로 47,127.0153417,37.4859524
강북우리들병원,수유동 188-1,서울 강북구 한천로 1083,127.022623,37.64254519
모커리한방병원 강남점,서초동 1677-8,서울 서초구 서초대로 338,127.0186171,37.49485434
서울양병원,길동 424,서울 강동구 천호대로 1159,127.1401182,37.53408668
방병원,공릉동 680-10,서울 노원구 동일로 989 2~9층,127.0750336,37.61840223
라이브치과 강남점,역삼동 604-1,"서울 강남구 논현로105길 48 라이브빌딩 1,2층",127.0302398,37.50560309
이지함피부과 강남점,서초동 1305-7,서울 서초구 강남대로 429 동일빌딩 5층,127.0257734,37.50079399
영등포병원,당산동3가 386-3,서울 영등포구 당산로31길 10,126.8956233,37.5268749
가족보건의원,중곡동 166-19,서울 광진구 긴고랑로13길 62,127.0832092,37.56507489
서울병원 본관,가락동 2,서울 송파구 오금로 290,127.1247303,37.50390012
녹십자아이메드 강북의원,을지로4가 323,"서울 중구 을지로 170 을지트윈타워 동관 9,10층",126.9973193,37.56613501
서울바른병원,신길동 506,서울 영등포구 여의대방로 145 세인트빌딩 2~7층,126.9199977,37.50021551
하늘마음한의원 서초점,서초동 1544-3,서울 서초구 반포대로 96 석정빌딩 2층,127.0094781,37.48889848
힘찬병원 강북점,창동 650-46,서울 도봉구 도봉로 446,127.0333944,37.64567686
서울본내과의원,서교동 353-22,서울 마포구 양화로 133 서교타워 5층,126.9210098,37.5552219
압구정성모안과의원,신사동 621-2,"서울 강남구 언주로 859 쉬즈에비뉴빌딩 지하1층, 1~3층",127.0331115,37.52718817
소람한방병원 본관,삼성동 115,서울 강남구 봉은사로 458 지하1층~9층,127.0499137,37.51179447
올림픽병원,석촌동 14-10,서울 송파구 백제고분로 283,127.0979931,37.50275693
강남제이에스병원,도곡동 942-3,서울 강남구 도곡로 122 제이에스빌딩,127.0337149,37.4899253
원진성형외과의원,서초동 1306-6,서울 서초구 강남대로 419 파고다타워 17층,127.026211,37.4998006
모제림성형외과의원,신사동 583,서울 강남구 논현로 843,127.0279762,37.524396
은평연세병원,갈현동 462-52,서울 은평구 연서로 177,126.9175152,37.61469985
메드렉스병원,논현동 37-18,서울 강남구 논현로 705,127.0299591,37.51486851
웰튼병원,내발산동 677,서울 강서구 강서로 318,126.837158,37.5540226
참포도나무병원,양재동 20-7,서울 서초구 바우뫼로35길 32,127.0386875,37.47993452
리더스헬스케어영상의학과의원,역삼동 701,서울 강남구 언주로 508 서울상록회관 1층,127.0428801,37.5039407
서울석병원,가락동 122-6,서울 송파구 송이로 148,127.1240234,37.49373851
제이씨빛소망안과,여의도동 36-2,서울 영등포구 국제금융로6길 33 맨하탄빌딩 6층,126.9269134,37.5207925
그린서울치과의원,대흥동 272-2,서울 마포구 백범로 90 4층,126.9415253,37.54784294
압구정비앤미의원,신사동 660-16,서울 강남구 압구정로46길 5-10 로데오스타빌딩 B동 2층,127.0374978,37.52792019
강북연세병원,공릉동 617-4,서울 노원구 동일로 996,127.0754886,37.61919675
올바로병원,서초동 1515-4,서울 서초구 명달로 102 서원빌딩 1~6층,127.0043866,37.48622976
잠실자생한방병원,방이동 22-3,서울 송파구 오금로 81 송파빌딩 4층,127.107224,37.51510738
선수촌병원,잠실동 175-7,서울 송파구 올림픽로 76 제이타워 3~6층,127.0791803,37.51155948
서울스마트요양병원,신정동 1268,서울 양천구 중앙로 181 4~8층,126.8556644,37.51277606
고은빛산부인과의원,방이동 65-6,"서울 송파구 오금로 95 국제빌딩 지하1층, 2~8층",127.1077016,37.51378377
목동자생한방병원,목동 404-156,"서울 양천구 신목로 102 대경프라자 3,5,6층",126.8757747,37.52360505
아름제일병원,구로동 25,서울 구로구 새말로 94,126.890501,37.5054688
동작경희병원,상도동 188-19,서울 동작구 상도로 146,126.936096,37.50245056
서울대학교암병원,연건동 28-21,서울 종로구 대학로 101,126.9970229,37.57881306
세종스포츠정형외과의원,군자동 98,"서울 광진구 능동로 209 대양AI센터 1,2층",127.0746835,37.55180522
화곡연세소아청소년과의원,화곡동 1060-15,"서울 강서구 화곡로 197 1,2층",126.8426771,37.54338112
제일병원,방배동 896-1,서울 서초구 서초대로 116,126.9950517,37.48782876
강남이오스안과의원,서초동 1329,서울 서초구 강남대로 355 삼성화재서초타워 20층,127.028826,37.49437191
사단법인 정해복지부설 한신메디피아의원,잠원동 65-32,"서울 서초구 잠원로 94 한신빌딩 2,3,지하1층",127.006835,37.5127313
청담병원,청담동 15-1,서울 강남구 삼성로147길 46,127.0455313,37.52067004
마디세상병원,묵동 180-55,서울 중랑구 동일로 890,127.0781889,37.60991638
광화문자생한방병원,순화동 1-170,"서울 중구 통일로 92 케이지타워 1,2,8층",126.9692225,37.56359507
포에버성형외과의원 강남점,신사동 561-31,서울 강남구 도산대로 157 신웅타워2 3~7층,127.0256531,37.51902831
에이치큐브병원,창동 731-1,서울 도봉구 도봉로 604,127.0410327,37.65831347
삼성미래여성병원,오류동 159,서울 구로구 서해안로 2296,126.8403825,37.49124886
아이러브안과의원,신사동 610-3,서울 강남구 압구정로30길 16,127.0290678,37.52646818
편안한요양병원,자양동 685,서울 광진구 자양로 38,127.086455,37.53161854
호산여성병원,신사동 617-5,서울 강남구 언주로 871,127.0332019,37.52849899
제니스병원,구의동 80-25,서울 광진구 자양로 215,127.0864363,37.54652395
우리아이들병원,구로동 586-5,서울 구로구 새말로 15 솔하임 2~9층,126.882475,37.50218733
서울의료원 강남분원,삼성동 171-1,서울 강남구 봉은사로114길 43,127.0662601,37.51204177
미니쉬치과병원,논현동 98-2,서울 강남구 언주로 728,127.0348959,37.51985927
뉴스타트병원,가락동 159-7,서울 송파구 송이로 76,127.1193943,37.49905534
청담마리산부인과,청담동 76-1,서울 강남구 삼성로 712,127.0501546,37.51971957
마리아플러스병원,가락동 121-2,서울 송파구 송이로 152,127.1244233,37.49326607
영등포이안과의원,영등포동6가 8-1,서울 영등포구 영중로 61 극동빌딩 3층,126.9046154,37.52189556
성북중앙병원,종암동 10-125,서울 성북구 종암로 72,127.0357945,37.59671942
강남메이저의원,대치동 1021-4,서울 강남구 도곡로 452,127.0599918,37.49814493
이지함피부과 청담점,청담동 91-9,서울 강남구 도산대로 427 파모소빌딩 3층,127.0425582,37.52395058
강남위담한방병원,대치동 960-5,"서울 강남구 삼성로 402 티아빌딩 지하2층, 지상2~7층",127.0588359,37.50337258
이태규신경과의원,논현동 216-5,서울 강남구 논현로 648 선기빌딩 4층,127.0322756,37.51159692
이화사랑피부과,상도1동 593-1,서울 동작구 양녕로38길 2,126.9508533,37.50487543
라파메디앙스정형외과,신사동 592-2,서울 강남구 논현로 828,127.0285068,37.52243427
아이웰성형외과,신사동 583,서울 강남구 논현로 843 EGI빌딩 6층,127.0279762,37.524396
미래아이산부인과의원,등촌동 630-12,서울 강서구 양천로 556 강서메디컬센터 1~7층,126.8607359,37.55781513
목동제일여성병원,신정동 943-19,서울 양천구 중앙로 300,126.8518689,37.52305539
명지춘혜재활병원,대림동 782-3,서울 영등포구 대림로 223,126.8970497,37.50066008
남기세병원,길동 459-1,서울 강동구 천호대로 1133,127.1375081,37.5346945
수연세안과의원,서초동 1303-37,서울 서초구 서초대로77길 54 w타워 5층,127.0248345,37.50257367
최원호병원,녹번동 153-21,서울 은평구 서오릉로 45,126.9238787,37.60477266
용산정형외과의원,한강로2가 2-37,"서울 용산구 새창로 217 용산토투밸리 2,3층",126.9677725,37.53020422
리엔장성형외과 피부과의원 1관,서초동 1303-22,서울 서초구 강남대로 465 교보타워 13층,127.0241208,37.50374226
메디아이여성병원,상계동 373-71,서울 노원구 노원로 448,127.0670437,37.65647593
지혜병원,장안동 464-3,서울 동대문구 천호대로 421,127.0659277,37.56162714
장튼위튼병원,봉천동 1673-17,서울 관악구 남부순환로 1867,126.9572918,37.47983142
담소유병원,논현동 210,서울 강남구 학동로 234 담소유빌딩,127.0346145,37.51485993
빠른병원,송파동 20-7,서울 송파구 백제고분로 405,127.1096864,37.50746624
압구정드림성형외과,신사동 580-3,서울 강남구 압구정로 172,127.0281958,37.52682194
프리미어성형외과의원,역삼동 822-2,서울 강남구 테헤란로 107 비전타워 8층,127.0287542,37.49868114
서울유로치과의원,청담동 90-3,서울 강남구 도산대로61길 27 약산빌딩 4층,127.0431299,37.52567403
하늘마음한의원 노원점,상계동 711-13,서울 노원구 동일로 1417 삼양빌딩 4층,127.0600453,37.65508803
햇빛병원,미아동 70-21,서울 강북구 도봉로 74,127.0302853,37.61576772
코슬립수면의원,역삼동 705-18,서울 강남구 테헤란로 333 신도벤처타워 12층,127.0480154,37.50469493
성북성심의원,돈암동 48-4,서울 성북구 동소문로 181,127.0214447,37.59838724
오킴스피부과의원,상봉동 102-57,"서울 중랑구 면목로 490 상봉타워 3,4층",127.0860957,37.59564117
차움의원,청담동 4-5,"서울 강남구 도산대로 442 피엔폴루스빌딩 2,3층",127.0440879,37.52330669
오가나피부과의원,청담동 3,서울 강남구 도산대로 420 청담스퀘어 2층 211호,127.0421952,37.52305337
우신향병원,안암동5가 85-9,서울 성북구 안암로 99,127.0311567,37.58497769
다온헬스케어의원,문정동 618,서울 송파구 송파대로 111 송파파크하비오 205동 4층,127.1226892,37.48148791
21세기병원 서초점,서초동 1602-8,서울 서초구 서초중앙로 39,127.0157119,37.4852784
서울프라임병원,자양동 24-16,서울 광진구 동일로 92-1,127.0635483,37.54082668
강동중앙내과외과의원,길동 411-4,서울 강동구 양재대로 1458 3층,127.1396138,37.53587385
이든피부과의원,길음동 22-1,서울 성북구 도봉로 1 1층,127.0293531,37.60931599
센트럴서울안과의원,이촌동 300-27,서울 용산구 이촌로 224 한강쇼핑센터 2층,126.9718191,37.52016539
참튼튼병원 장안동점 본관,장안동 294-11,서울 동대문구 답십리로 261,127.0693418,37.57274496
서울중앙의료의원,충무로1가 21-1,서울 중구 소공로 70 포스트타워 지하3층,126.9821442,37.56159409
모나리자재활요양병원,염창동 252-15,서울 강서구 양천로 715,126.8755492,37.54979356
성북우리아이들병원,하월곡동 88-470,서울 성북구 동소문로46길 10,127.0293298,37.60686312
더서울병원,동선동4가 53,서울 성북구 아리랑로 16 3~7층,127.0165068,37.59424115
연세바로척병원,성수동2가 279-44,서울 성동구 동일로 133,127.0649054,37.54440309
밝은눈안과의원 강남교보타워점,서초동 1303-22,서울 서초구 강남대로 465 교보타워 15층,127.0241208,37.50374226
구로예스병원,구로동 704-10,서울 구로구 구로동로 147,126.8834121,37.49168435
늘찬병원,망우동 460-1,서울 중랑구 봉우재로 234,127.0988796,37.59516418
원데이치과 제1관,역삼동 813-4,서울 강남구 봉은사로2길 31 W빌딩 3층,127.0265877,37.50260258
유광사여성병원,우장산동 1031-12,서울 강서구 강서로 194,126.8388768,37.54358682
에스메디센터,하월곡동 79-19,서울 성북구 오패산로 99 2~6층,127.0351913,37.61076989
김성윤내과의원,신사동 612-1,서울 강남구 논현로176길 14 압구정증권빌딩 3층,127.0297141,37.52699363
사랑플러스병원,명일동 345-8,서울 강동구 양재대로 1580,127.1436101,37.54668051
심정병원,신림동 527-15,서울 관악구 남부순환로 1485 삼남빌딩 2~7층,126.9156498,37.48235227
강동미즈여성병원,천호동 452-1,서울 강동구 천호대로 1043,127.1281026,37.53761907
CU클린업피부과의원 영등포점,영등포동4가 65-1,서울 영등포구 영중로 35 하나대투증권 3층,126.9048343,37.51926349
영동병원,장안동 413-1,서울 동대문구 한천로 4,127.058555,37.56324482
아이투비산부인과의원,방배동 773-17,서울 서초구 방배로 234 우신빌딩 2층,126.9898932,37.49416776
서울특별시 북부병원,망우동 227,서울 중랑구 양원역로 38,127.1078163,37.60440028
예작병원,도곡동 543-4,서울 강남구 도곡로 212 예작빌딩,127.0422581,37.49237308
청담산부인과의원,논현동 88-7,서울 강남구 학동로 215 CL타워 7층,127.0325632,37.51487855
마블성형외과,서초동 1305-5,서울 서초구 강남대로 435 주류성빌딩 3층,127.0255607,37.50117771
에스앤유피부과,공덕동 461,서울 마포구 백범로 178 마포신영지웰 2층,126.9500787,37.54388225
참튼튼병원 구로점 본관,구로동 1126-34,서울 구로구 시흥대로 547,126.9003906,37.48213394
닥터손유나의원,신사동 666-17,서울 강남구 도산대로53길 6 1~5층,127.0384188,37.52353817
강남하트스캔의원,삼성동 157-1,서울 강남구 삼성로 512 삼성동빌딩,127.0565983,37.50810734
장스여성병원,망우동 488-8,서울 중랑구 망우로 411,127.0979058,37.59959622
바노바기성형외과 쁘띠클리닉,역삼동 642-14,서울 강남구 논현로 503 송촌빌딩 8층,127.0363506,37.50127324
두발로정형외과,방배동 764-31,서울 서초구 동작대로 212,126.9831671,37.49539497
우태하피부과의원 동대문점,제기동 1012,서울 동대문구 왕산로 151 왕산빌딩 3층,127.0401698,37.57885829
서울힐링요양병원,가락동 36-1,서울 송파구 중대로 191,127.1256831,37.49907873
강북보아스이비인후과의원,수유동 54-9,"서울 강북구 도봉로 255 나라빌딩 2,7,9층",127.0239046,37.63114169
맥스웰피부과,역삼동 824-20,서울 강남구 테헤란로 120 상경빌딩 11층,127.0308574,37.49858858
서울본병원,신림동 543-18,서울 관악구 남부순환로 1449,126.911663,37.48160359
연세영피부과의원,응암동 109-1,서울 은평구 응암로 323 2층,126.9218416,37.60018367
도봉병원,방학동 705-4,서울 도봉구 도봉로 720,127.0437811,37.66878629
가자연세병원 서울점,남가좌동 102-3,서울 서대문구 수색로 18 2~5층,126.9166302,37.56892163
KS병원,역삼동 682-23,서울 강남구 선릉로 571,127.0439444,37.50931767
뷰성형외과,논현동 201-16,서울 강남구 봉은사로 107,127.0253997,37.50501426
차여성의학연구소 서울역센터,남대문로5가 541,서울 중구 한강대로 416 서울스퀘어 2층,126.9737627,37.55552961
지앤지병원,삼성동 90-14,서울 강남구 영동대로 626,127.0596907,37.51625557
공안과의원 구관,서린동 111-1,서울 종로구 종로 22 인주빌딩 4층,126.9682848,37.57309195
강동서울 대장항문외과의원,길동 454,서울 강동구 천호대로 1119,127.1360415,37.53517379
이지함피부과 천호점,성내동 64-13,서울 강동구 천호대로 1006 천호브라운스톤 1층 106호,127.1237298,37.53804292
우리베스트내과의원,번동 449-1,서울 강북구 도봉로 308 3층,127.0238368,37.63566366
아이루미성형외과의원,논현동 17-5,서울 강남구 강남대로 596 극동아이앤디빌딩 8층,127.0203525,37.51502145
서울센트럴요양병원,문래동3가 54-54,서울 영등포구 경인로 767,126.8986459,37.51394941
더와이즈황병원,화곡동 105-69,서울 강서구 까치산로 23,126.842892,37.54208108
연세봄빛피부과의원,구로동 1126-9,서울 구로구 시흥대로 551 광희빌딩 4층,126.9005303,37.48255439
