주소,위도,경도
 방화동 895,37.5788158520579,126.816139058527
 삼성동 75-3,37.5138188638684,127.054108103063
 서초동 1487-115,37.4814244088951,127.005601337303
 도화동 559,37.5414513705067,126.947223550256
 가락동 79,37.494416803779,127.121573772659
 역촌동 85-12,37.6001007049995,126.915560797722
 휘경동 78,37.5909909335828,127.063377560041
 방학동 531,37.6591590988585,127.023438946051
 가락동 8,37.5028791314632,127.126106759317
 제기동 1212-1,37.5903504393521,127.039815657689
 대조동 9-18,37.6103369964206,126.927939607664
 성내동 396-10,35.1132441304024,128.749686270786
 신수동 457,34.9026286074391,128.0766982081
 봉천동 100-20,37.4820572711205,126.959237117992
 봉천동 1560-61,37.4783387838619,126.944994771476
 구의동 660,37.5427609134824,127.092814546895
 풍납동 510,37.5385784829667,127.116694520268
 남현동 1137,37.4715426368619,126.97248243323
 반포동 64-5,37.5004101761852,127.0019934833
 성수동2가 843,37.5410607920856,127.052352821506
 불광동 346-3,37.6205507269269,126.927462077073
 반포동 1342,37.5017938757049,127.018035948934
 면목동 538,37.5872250281846,127.086614680152
 면목동 1500,37.5816389802527,127.083982759967
 중화동 207-14,37.595008518655,127.077878011678
 삼성동 3-1,37.5174333781984,127.044096124509
 방이동 124-18,37.5089357427148,127.116713662256
 역삼동 831-29,37.4947498132488,127.030755884456
 미아동 1353-1,37.6194594864454,127.014193627528
 가락동 1-7,37.5037454913468,127.123699394232
 송파동 173-12,37.5018089091719,127.115898682436
 정릉동 1020,37.6009115794861,127.015704386449
 광장동 577,37.544306734656,127.101489704272
 구로동 796-13,37.4853511000411,126.889068189637
 방배동 808-8,37.4921748194214,126.992694724179
 한남동 809,37.5387798517662,127.003351952936
 삼성동 91-16,37.5161487067248,127.061586782964
 서초동 1488-9,37.481725937376,127.005348958977
 화곡동 1009-6,37.5473186853053,126.834240674296
 옥수동 220-2,37.5397863348159,127.011774327335
 신당동 841-12,37.5575585417613,127.016022082008
 창천동 416,37.5597461059773,126.928000840214
 방이동 198-3,37.5106224362768,127.122712188723
 구로동 46,37.5011305721275,126.89143540874
 천호동 414,37.539455974322,127.126961428119
 화곡동 909-2,37.5278731819219,126.845632954441
 불광동 444-41,37.6247684183413,126.927297825851
 대치동 910-3,37.5015322600061,127.054567247521
 구의동 620-6,37.5459973035078,127.085711467924
 압구정동 481,37.531197671063,127.035430323533
 미아동 1369,37.6184793213713,127.034710401801
 하월곡동 223,37.6041770565672,127.038257555488
 안암동3가 136-1,37.5824077999078,127.025103648261
 양평동3가 101,37.5318668235373,126.893578401349
 청량리동 234-2,37.584929486824,127.04653633962
 서초동 1420-18,37.4844259752317,127.02436875194
 봉천동 1690-159,37.4760068962798,126.96708153206
 충무로4가 120-3,37.5624347015278,126.995931261465
 방배동 840-1,37.4913163886042,126.994017633145
 구로동 800-30,37.4856311149279,126.887313478864
 구로동 781-6,37.4866517222231,126.889662058923
 숭인동 181-121,37.5765126745936,127.020011543534
 강일동 665,37.5676285909328,127.172125947105
 대흥동 12-41,37.5562982261239,126.943234783738
 강일동 701,37.5614356247244,127.176976697817
 방배동 537-9,37.4785914296613,126.989906101014
 회기동 347-7,37.5905834415266,127.055367941341
 현저동 201,37.5726844642469,126.954508059007
 양재동 352-13,37.4673887172793,127.044647027747
 면목동 1-41,37.5889456841674,127.100956647785
 신정동 927-4,37.5270124005467,126.853408021851
 면목동 472-8,37.5808895591707,127.089900105349
 신정동 884-6,37.5276349324631,126.859526267091
 목동 715-3,37.8899866983634,127.547514161235
 하왕십리동 1061,37.5591168474064,127.025084095227
 논현동 55,37.5126040527143,127.023885995007
 남현동 1072-46,37.4725799786191,126.972991862024
 역삼동 838-10,37.4901859398603,127.032841244404
 장지동 842,37.1495354576508,127.123985452453
 홍은동 265-46,37.5874691890963,126.934086170227
 서초동 1678-1,37.4951545451643,127.019403070218
 잠원동 50-5,37.5161318930486,127.014714013148
 금호동2가 1,37.5553717688645,127.018741424222
 장지동 837,37.4817660550568,127.129627543598
 목동 933,37.8846237784776,127.547934022518
 화곡동 424-59,37.5316460897205,126.839897819978
 돈암동 603,37.5976433449351,127.010008406606
 중계동 591,37.6598520732398,127.073307334063
 영등포동7가 202,37.5242486349562,126.911278896165
 사직동 9,35.2038942279338,129.047826630162
 대조동 15-122,37.6089532804251,126.930532993001
 신월동 1027,37.5250188429544,126.838827926713
 불광동 486-17,37.6201665788898,126.920966425872
 방배동 808-3,37.4926481595452,126.992751691977
 방배동 444-3,37.477690342904,126.982230984602
 공항동 42-23,37.5601832298782,126.810975710193
 고덕동 470,37.5587927549487,127.144937137002
 화곡동 915-18,37.5290015922097,126.843699686625
 개포동 653,37.4826407822192,127.054482084641
 구로동 43-2,37.5032364854605,126.891617156685
 만리동1가 62-7,37.5550139335804,126.967220988999
 서초동 1467-97,37.478645485256,127.00693543376
 화곡동 161-7,37.5345537596332,126.853599373665
 구로동 800-27,37.4855559367231,126.887510603817
 방배동 757-3,37.4974384469865,126.986910404775
 길동 477,37.5412703798153,127.148189692707
 광장동 350-1,37.5493974959728,127.105079513454
 방배동 772-13,37.4951829380289,126.988361872706
 독산동 1138,37.4720834754364,126.902233396123
 반포동 757,37.5053542291331,126.98903617801
 상왕십리동 811,37.5693361281972,127.02537599044
 독산동 956,37.4782036562783,126.900820792816
 명일동 336-12,37.548233461666,127.144401443281
 화곡동 361-1,37.5336380351607,126.837361453199
 암사동 509,37.5522585400206,127.126386204991
 북가좌동 488,37.5845528417178,126.914284006233
 서초동 1532-10,37.4843156415361,127.009345121418
 명일동 41,37.549488966925,127.151841934813
 역촌동 50-24,37.6067432536614,126.910825359413
 서초동 1346,37.4866036524723,127.025720138908
 구로동 752-34,37.4886121927489,126.887906606577
 갈현동 540,37.4153508390992,126.975688656648
 화곡동 924-1,37.5296967455089,126.842007926545
 증산동 174-14,37.582471129121,126.907379938067
 성수동2가 286,37.5484357906977,127.051810271313
 면목동 1544,37.5822906342315,127.078806922141
 내발산동 674-33,37.5528434853906,126.840487234613
 당산동 121-131,37.526657849097,126.908423537647
 구의동 589-10,37.5360499099702,127.092875296285
 신월동 520-8,37.5212899569863,126.839917846297
 중계동 587,37.6512615571823,127.070659481881
 독산동 994-76,37.4725978039327,126.904347114902
 중계동 137-39,37.6620173036855,127.075491328249
 쌍문동 53,37.6585291484388,127.028840136142
 청담동 101-1,37.5279558725406,127.04606006187
 압구정동 447,37.5305351679137,127.026187287091
 연희동 105-16,37.5727427625862,126.928039501027
 방배동 1-19,37.4947219918429,126.994016384743
 신공덕동 170,37.541523075139,126.955321417557
 고덕동 307,37.5564048197043,127.153947708135
 신정동 1296,37.5219019641772,126.872009337819
 만리동1가 56-11,37.5569361544462,126.965690215367
 전농동 10,37.5766164350385,127.060725453352
 신내동 783,37.6049607606436,127.094532618434
 마천동 68-5,37.5021005768179,127.153544718761
 암사동 442-1,37.5552105414674,127.131925018203
 서초동 1675-11,37.4942421928159,127.01754820805
 구로동 798-27,37.4850323274206,126.888032243123
 이태원동 124-12,37.5350808347989,126.996622825588
 서초동 1496-24,37.4862049569025,127.002922021853
 답십리동 493-5,37.5658509420087,127.054688702193
 구로동 780-86,37.4868809509891,126.888779315203
 구로동 780-46,37.4870823678326,126.888968690639
 미아동 1351,37.6227149906453,127.026967353716
 역삼동 828-11,37.4964192092843,127.033112508705
 여의도동 48,37.5174615621115,126.92699591872
 도곡동 467-7,37.4886518912824,127.052131493445
 구로동 798-22,37.4851306245139,126.887702741479
 광장동 218-1,37.5431578504362,127.104036649666
 성내동 13-15,37.7519264153428,128.894315331396
 서초동 1450-1,37.4815037294105,127.0139721365
 구로동 745-14,37.4876282533286,126.886088895394
 방학동 720-1,37.6651172076288,127.048154219338
 서초동 1332-13,37.4927897082291,127.02517275372
 신월동 29-2,35.1938562665923,128.559089536275
 쌍문동 19,37.659167911316,127.03533807228
 수색동 415-1,37.5867826784581,126.899719634353
 내발산동 660-1,37.5565321032096,126.843663712365
 방배동 883-9,37.4888693909045,126.999271280035
 구로동 1262,37.5055608220234,126.875904222915
 방이동 48-5,37.5154748520697,127.113112649111
 망우동 508-6,37.5968281821069,127.094094506432
 일원동 719,37.4840085004488,127.080661696516
 대치동 950-3,37.5066142444993,127.062423348303
 일원동 716,37.4846915598806,127.085677795314
 면목동 88-52,37.5920551044624,127.092517859998
 성내동 446-12,37.5247850610802,127.130608632382
 암사동 449,37.5567110018934,127.13678050447
 가양동 1495,37.568095441059,126.849059548403
 쌍문동 574,37.6575902518993,127.038905285683
 연건동 195-10,37.5754342428962,127.001840084962
 자양동 588-20,37.53047786491,127.072660055527
 길동 371-9,37.5405281591276,127.138377108239
 휘경동 368,37.5900470028769,127.065520319647
 수유동 282-12,37.6471420970423,127.014153112131
 장안동 564,37.0592188924116,127.082803496001
 성내동 513,35.1154711836265,128.755827054714
 용두동 112-8,37.5777286669801,127.031377261484
 면목동 715,37.572892710323,127.08066668836
 답십리동 498-7,37.570172234794,127.049522848809
 반포동 54-5,37.5013655670566,127.009986499208
 신사동 590-7,37.5215155253188,127.029241396016
 원효로4가 109-4,37.5327352166388,126.954157592342
 독산동 1031-22,37.4650398052774,126.898294797659
 신림동 244,37.4682490579514,126.939344113726
 오금동 113-2,37.5015594948179,127.142206661463
 궁동 236-4,37.4964724184535,126.825844357681
 논현동 180-6,37.5075667201593,127.02798892538
 대림동 1061,37.4897502521273,126.897172910709
 길음동 1276,37.6029750390965,127.024002957913
 등촌동 641,37.5570908165193,126.856174447781
 성산동 239-25,37.5597911224792,126.915798723208
 고척동 52-332,37.5015590493751,126.861275920536
 화곡동 913-1,37.5286791730613,126.843746507425
 서초동 1677-11,37.4948995563787,127.018899735281
 구의동 208-1,37.5422685204263,127.092250028562
 등촌동 570-10,37.5376780785618,126.861368731028
 중곡동 191-77,37.5664085615642,127.078902656964
 도화동 547,37.5401704606937,126.953917284415
 역삼동 828-21,37.4975786418133,127.033017735285
 방배동 806-3,37.4929044294376,126.993357744906
 구의동 670,37.5432496961928,127.091918348502
 신정동 893-9,37.5288733640266,126.861256603975
 황학동 73-1,37.569812658195,127.019303761627
 봉천동 1718-1,37.4916480398974,126.942586806794
 등촌동 655-27,37.5559171550558,126.855293995663
 양재동 401,37.4721891699565,127.049460153154
 숭인동 766,37.5759275760538,127.021155909973
 상계동 720,37.6535961057814,127.063176556422
 도봉동 81-1,37.6824597131159,127.049616931552
 구로동 642-39,37.4978342343836,126.875379464618
 홍제동 456,37.7461199120478,128.873592586852
 신월동 519-12,37.5211280049997,126.840559305643
 공릉동 683-14,37.6175209199991,127.074336945841
 신정동 86-6,37.5224801764121,126.873603531003
 도림동 195-5,37.5113829964632,126.898874110369
 신내동 803,37.6027214914697,127.096512280122
 반포동 2-12,37.5055542452803,126.992600085324
 중계동 68-1,37.6484757121537,127.083664391982
 도곡동 952-14,37.4862400031116,127.034031833501
 사당동 64-264,37.4903772503091,126.978961872721
 묵동 174-26,37.6130511807398,127.078594130489
 천호동 467-11,37.5421819696963,127.120819885699
 구의동 663,37.5479183543714,127.093139118844
 고척동 141-1,37.5024984121593,126.860468647904
 서초동 1330-16,37.4937524090392,127.028473521067
 도곡동 957,37.485173352575,127.034971238477
 망원동 494,37.5574400279349,126.906659006997
 홍은동 440-1,37.5954756678511,126.94113109406
 신정동 1320-8,37.5128765412533,126.83413265063
 방이동 134,37.5107816454127,127.11954002336
 서초동 1455-9,37.4833387770916,127.014086048431
 상일동 473,37.5462840115778,127.167436173405
 녹번동 83-51,37.6030344700448,126.927106724335
 봉천동 1605-40,37.4774160552469,126.953690280413
 장안동 580,37.5662010635622,127.062138833799
 신길동 1343,37.5145100153407,126.925420704652
 목동 555-4,37.5434656125365,126.870770637833
 등촌동 687,37.5649858094349,126.842640484091
 봉천동 1595-14,37.4750431885433,126.953488349104
 공릉동 708,37.6300790312003,127.070118387363
 독산동 1002,37.4677884164201,126.890713247778
 예장동 9,37.5598500507652,126.991487992361
 신림동 763,37.4765484763239,126.915147532778
 진관동 101,37.6320341171281,126.92014891231
 사당동 1133,37.4890866478706,126.970482417805
 길동 414-6,37.5369546754895,127.13798044895
 중곡동 647-2,37.559525302112,127.080200331539
 자양동 673,37.5284227156973,127.085857365663
 방배동 1006-1,37.478932226173,127.005862147268
 신정동 1192-1,37.5221200355739,126.849883670649
 화곡동 917-14,37.5293894755905,126.843829460695
 신사동 562-24,37.5204031825152,127.026562022184
 신길동 4312,37.4980265963776,126.917638999254
 광장동 561,37.5413942601709,127.103314158628
 안암동4가 23-3,37.5811670757431,127.025742688785
 서초동 1344-23,37.4871981282581,127.027542796443
 월계동 774,37.6355642690555,127.051581733785
 응암동 764,37.5901693508436,126.921406495215
 구로동 796-11,37.485373829925,126.888858859035
 청담동 110-11,37.5266512283452,127.051048280671
 장위동 230-214,37.6143314981746,127.04002552119
 대치동 66,37.4981542708648,127.071036924253
 가락동 198-13,37.4920857519198,127.131860871141
 길동 53,37.5435295038488,127.148544754604
 성내동 465-1,37.5265445646659,127.126830048525
 공릉동 270-47,37.6203002809194,127.080736367622
 신당동 850,37.5591268517106,127.019717799562
 장충동2가 193-29,37.5592529102841,127.001671460111
 성수동2가 320-6,37.5416168635955,127.05552030899
 신도림동 638,37.512618335283,126.88416515052
 마곡동 717,37.5746174002123,126.837615339414
 청담동 129,37.5260419389051,127.054226003881
 신사동 361,37.5956823978085,126.913449092243
 신림동 1716,37.4677298896632,126.941946067895
 문정동 72-3,36.7904236689745,128.596555395267
 압구정동 490,37.5301928906033,127.038669468779
 대치동 503,37.491233699726,127.059927562366
 당산동4가 98,37.5275683652334,126.902018111812
 상도동 531,37.4955076836005,126.950612608261
 당산동3가 2-6,37.5253580070001,126.900621145248
 석촌동 224-2,37.4980318619651,127.0992530973
 정동 18-1,36.9721981181125,127.214554601184
 불광동 171-61,37.6244690551979,126.930658764788
 화곡동 46-220,37.544840034445,126.847703758627
 서교동 453-15,37.5577883379329,126.915664334556
 응봉동 15,37.55344925995,127.035873423463
 구로동 740-95,37.4889898547818,126.88650171738
 길동 413-54,37.5355839627488,127.138384244559
 대치동 986,37.5004067651382,127.063392145527
 황학동 2033,37.5696858104069,127.020742085151
 상도동 126-31,37.4921594373197,126.955305753646
 창동 824,37.6329135896636,127.042713346235
